BeginAnalysis,,
_AnalysisName," ""Run101620-1_Material X_Analysis 94623.mss""",
_MethodName," ""Method 123468_06-Peel Strength.msm""",
InitialSpeed,305,"  ""mm/min"""
DataRate,50,"  ""Hz"""
EndPoint,40,"  ""mm"""
GageLength,50,"  ""mm"""
PeelEndExt,40,"  ""mm"""
StartPoint,3,"  ""mm"""
BeginSample,,
AverageLoad,0.91,"  ""N"""
AvgNPeaks,2.23,"  ""N"""
PeakLoad,2.58,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
0,0,
2.21,24.901,
2.27,25.004,
2.35,25.105,
2.38,25.207,
2.38,25.309,
2.41,25.409,
2.44,25.511,
2.48,25.614,
2.54,25.714,
2.62,25.817,
2.71,25.918,
2.76,26.019,
2.71,26.122,
2.6,26.223,
2.55,26.324,
2.59,26.427,
2.62,26.528,
2.66,26.629,
2.73,26.732,
2.78,26.833,
2.82,26.935,
2.86,27.037,
2.87,27.138,
2.89,27.24,
2.96,27.342,
3.03,27.443,
3.02,27.545,
2.95,27.647,
2.84,27.748,
2.68,27.85,
2.52,27.952,
2.46,28.053,
2.52,28.155,
2.6,28.256,
2.61,28.358,
2.6,28.46,
2.67,28.561,
2.77,28.663,
2.87,28.765,
2.93,28.866,
2.97,28.968,
3.06,29.071,
3.14,29.171,
3.11,29.273,
3.05,29.375,
3.05,29.476,
3.11,29.579,
3.19,29.68,
3.26,29.781,
3.32,29.884,
3.37,29.985,
3.36,30.086,
3.25,30.189,
3.18,30.289,
3.18,30.392,
3.16,30.493,
3.11,30.594,
3.07,30.697,
3.03,30.798,
3.05,30.899,
3.16,31.002,
3.26,31.103,
3.34,31.205,
3.28,31.307,
3.04,31.408,
2.78,31.509,
2.45,31.612,
2.27,31.713,
2.3,31.815,
2.36,31.917,
2.44,32.018,
2.51,32.12,
2.53,32.222,
2.4,32.323,
2.28,32.425,
2.26,32.527,
2.21,32.628,
2.19,32.73,
2.2,32.831,
2.13,32.933,
1.99,33.035,
1.89,33.136,
1.81,33.238,
1.76,33.34,
1.74,33.441,
1.71,33.543,
1.69,33.645,
1.68,33.746,
1.7,33.848,
1.73,33.95,
1.76,34.051,
1.78,34.154,
1.75,34.255,
1.74,34.356,
1.76,34.459,
1.77,34.56,
1.76,34.661,
1.73,34.763,
1.67,34.865,
1.62,34.966,
1.56,35.069,
1.36,35.17,
1.18,35.272,
1.16,35.374,
1.17,35.474,
1.16,35.577,
1.17,35.678,
1.18,35.78,
1.19,35.882,
1.2,35.983,
1.22,36.084,
1.23,36.187,
1.18,36.288,
1.09,36.39,
1.04,36.492,
0.99,36.593,
0.94,36.694,
0.92,36.797,
0.89,36.898,
0.78,37,
0.66,37.102,
0.58,37.203,
0.53,37.305,
0.53,37.407,
0.53,37.508,
0.54,37.61,
0.54,37.712,
0.54,37.813,
0.48,37.915,
0.44,38.017,
0.43,38.118,
0.43,38.22,
0.41,38.321,
0.35,38.422,
0.33,38.525,
0.32,38.626,
0.32,38.728,
0.32,38.83,
0.33,38.931,
0.33,39.033,
0.32,39.135,
0.3,39.236,
0.29,39.339,
0.3,39.44,
0.3,39.541,
0.3,39.644,
0.31,39.745,
0.31,39.847,
0.31,39.948,
0.3,40.049,
0.29,40.151,
0.29,40.254,
0.3,40.354,
0.3,40.457,
0.3,40.558,
0.27,40.659,
0.24,40.762,
0.22,40.864,
0.2,40.965,
0.19,41.067,
0.15,41.168,
0.11,41.269,
0.1,41.372,
0.11,41.473,
0.1,41.575,
0.11,41.677,
0.11,41.778,
0.1,41.879,
0.1,41.982,
0.11,42.083,
0.11,42.185,
0.1,42.287,
0.07,42.387,
0.02,42.49,
0,42.592,
0,42.693,
-0.01,42.795,
0,42.897,
0,42.998,
0,43.1,
0,43.201,
0,43.304,
0,43.405,
0,43.506,
0,43.608,
0,43.71,
0,43.811,
0,43.913,
0,44.015,
0,44.116,
0,44.219,
0,44.32,
0,44.421,
0,44.523,
0,44.625,
-0.01,44.726,
0,44.829,
0,44.93,
-0.01,45.026,
-0.01,45.026,
EndData,,
EndSample,,
EndAnalysis,,
